graph_id,graph_id_2
KA1503000041,15530
13045,13241
TA1309000007,TA1307000115
13229,15578
TA1307000134,RN-
13058,13257
SL-008,13162
13160,13089
TA1305000029,TA1309000001
,20127
TA1307000120,TA1306000008
TA1305000011,TA1308000022
575,KA1504000076
623,TA1309000002
TA1309000014,13109
TA1306000012,638
TA1306000025,13138
13150,WL-011
13138,13263
13017,TA1306000014
KA1504000159,520
13085,15645
KA1503000012,13265
TA1309000007,TA1307000124
KP1705001026,TA1309000039
KA1504000160,15644
TA1307000166,TA1305000032
TA1305000014,13006
13431,13034
13165,
13061,13158
TA1305000022,13224
13192,13134
636,21544
KA1504000159,KA1504000156
16918,540
KA1503000074,13427
TA1306000032,13021
331,KA1504000103
TA1305000039,15654
13085,TA1308000031
22001,TA1307000163
13323,KA1504000171
15550,13036
TA1307000115,13033
13266,20246.0
15529,TA1309000024
13138,TA1306000003
13431,LF-005
KA1504000104,TA1306000007
13307,13331
13084,TA1305000039
TA1306000015,15654
TA1309000002,15545
,766
13133,TA1309000012
TA1307000128,13011
15529,TA1309000033
15655,KA17018054
15530,13430
13431,13326
18003,TA1305000006
13061,TA1306000012
13163,TA1309000004
15646,13144
TA1307000121,TA1305000002
KA1504000146,15646
13050,TA1305000003
chargingstx4,13137
16991,TA1305000029
13325,TA1305000014
13154,TA1305000011
TA1309000067,15470
TA1305000002,13326
15550,TA1307000159
TA1309000008,13432
TA1307000121,TA1309000064
KA1504000133,TA1306000032
TA1309000032,TA1306000016
TA1305000002,LF-005
chargingstx5,TA1306000014
TA1307000124,KA1503000064
TA1307000107,LF-005
15668,15689
TA1309000024,TA1305000005
KA1504000104,13164
,KA1503000047
TA1308000029,13075
13191,TA1308000050
13008,TA1306000025
TA1309000041,13235
TA1307000166,TA1307000039
TA1305000020,13206
415,
KA1503000041,SL-010
TA1305000034,13221
331,TA1305000030
13138,TA1309000015
TA1309000021,TA1307000156
,1031
TA1307000124,KA1706005007
TA1307000113,13249
18062,KA1504000135
KA1503000070,
TA1306000009,13037
13229,TA1309000014
15550,13102
KA1503000020,KA1503000059
TA1307000107,13034
chargingstx4,644
TA1309000066,KA1504000078
TA1306000012,13017
13196,13036
TA1306000010,KA1503000034
TA1308000012,13042
632,20252.0
13016,13265
13256,658
chargingstx5,TA1307000001
TA1305000025,SL-011
,474
TA1306000010,13068
638,TA1309000002
13224,TA1305000020
13269,TA1306000014
20254.0,LF-005
TA1307000142,TA1306000007
KA1503000041,
13247,13245
13341,SL-012
23003,657
KA1503000012,637
13249,TA1307000150
KA1503000015,TA1309000010
446,445
13247,TA1305000029
TA1305000034,13432
TA1309000029,13271
SL-007,13430
,724
13345,TA1308000043
TA1308000050,TA1307000134
KA150400009X,18016
TA1307000159,13001
TA1306000026,TA1307000166
TA1305000029,654
13326,13430
13011,
TA1306000025,13053
20246.0,
15539,13432
13221,TA1307000061
15685,15682
13269,TA1307000001
TA1309000025,15578
13224,TA1308000001
TA1309000008,13221
13163,TA1306000015
TA1307000115,KA1504000079
13379,TA1307000119
13133,13242
WL-012,18062
TA1309000050,KA1504000149
TA1309000059,13137
KA1503000015,TA1308000029
20254.0,TA1309000061
TA1307000128,TA1305000022
13215,TA1308000036
TA1307000153,
15534,TA1305000003
658,13434
13325,13389
13432,KA1504000090
TA1307000134,13137
,TA1305000011
13160,13307
KA1504000117,TA1306000016
13256,TA1308000006
13235,13323
KA1504000158,TA1309000050
TA1306000009,13194
15535,TA1308000050
631,13263
SL-013,TA1307000124
501,
SL-010,TA1307000120
15650,18003
18058,13224
TA1307000061,TA1306000003
436,428
TA1305000010,WL-012
TA1309000010,13099
KA1504000116,TA1309000006
18058,13084
TA1305000010,15546
KA1504000101,TA1305000017
TA1309000058,TA1308000050
WL-012,20246.0
13053,13221
639,639
13249,E011
TA1307000151,20251.0
15544,13037
KA1504000117,13276
TA1305000032,13353
TA1309000043,13144
13056,KA1503000072
430,438
KA1504000133,TA1309000030
TA1307000121,15550
13056,chargingstx1
KA1504000116,TA1307000136
E008,E008
13033,KA1504000135
13319,KA1504000149
13028,KA1504000110
WL-011,SL-008
TA1306000026,15648
KA1504000134,TA1307000064
353,377
643,TA1307000113
TA1307000061,13263
13341,13196
TA1309000050,TA1306000009
13016,SL-008
13235,TA1309000059
13075,TA1305000030
605,E008
13150,13217
620,13058
13197,WL-012
TA1305000014,15529
13061,KA1503000041
RP-009,LP-
13323,13319
KA1503000072,13021
638,RN-
15578,13379
13021,KP1705001026
KA1503000004,SL-005
KA1504000151,13109
KA1504000147,TA1309000035
TA1308000019,TA1308000001
13427,13427
KA1504000140,TA1308000022
13221,13144
TA1305000003,TA1307000119
23001,KA1504000135
TA1309000002,TA1309000029
,340
658,13050
18017,TA1309000058
472,15631
18003,TA1307000039
13294,TA1307000138
RP-009,13235
TA1309000025,TA1309000014
,KA1503000046
TA1309000061,TA1309000030
13021,TA1306000015
13179,13300
TA1309000001,SL-010
13059,13137
331,KA1504000151
20104,20105
13288,15650
13243,13247
18003,TA1305000032
13319,TA1306000009
TA1309000058,TA1305000011
13432,637
13001,13150
KP1705001026,KA1504000134
TA1306000003,TA1305000005
13128,TA1307000061
15632,TA1309000043
13137,TA1307000052
TA1307000120,TA1309000008
TA1308000046,15442
644,KA1706005007
TA1305000011,KA1503000059
638,13216
TA1309000019,13021
TA1305000014,TA1307000006
TA1309000007,TA1307000038
TA1305000030,13028
,TA1308000050
15529,13277
TA1305000037,
13089,13091
TA1307000166,TA1305000006
15535,TA1305000011
13193,TA1305000009
KA1503000059,KA1503000074
13081,TA1305000041
313,15655
15544,15535
KA1503000012,SL-008
15541,13263
432,475
,322
18003,15544
TA1309000042,331
TA1309000037,13398
TA1308000026,13138
TA1306000010,13158
KA1504000135,TA1309000035
13266,428
13058,20252.0
TA1309000058,TA1309000033
13265,13021
TA1309000010,13033
TA1308000006,18003
TA1308000029,TA1307000166
636,KA1503000034
TA1307000158,KA1504000156
20230,20231
13085,13135
TA1307000052,18016
16907,15667
SL-005,TA1309000024
TA1308000050,13036
13221,KA1503000012
TA1305000006,TA1309000008
13325,13108
13165,TA1305000005
,801
13247,18003
18062,TA1307000117
TA1309000025,TA1308000031
TA1306000014,TA1307000166
638,13008
TA1307000138,TA1307000138
13278,13379
525,15571
13045,TA1307000149
13029,TA1307000039
13192,TA1305000037
KA1503000012,TA1306000008
TA1306000010,TA1306000012
623,13138
TA1309000032,TA1305000041
WL-012,KA1504000104
TA1305000029,13011
KA1503000072,13427
18017,TA1307000120
TA1306000012,TA1305000002
TA1309000036,13017
13427,13021
15539,TA1307000064
TA1309000001,624
13288,13056
13245,13257
958,KA1504000076
KA1504000103,13164
TA1306000011,TA1307000126
13011,KA1504000117
TA1309000024,
15575,KA1504000159
13332,13243
TA1305000032,13285
13016,TA1306000008
13277,13137
15544,TA1305000006
13323,624
TA1309000064,TA1307000159
KA150400009X,430
13154,13277
KA1706005007,13164
13345,TA1308000007
13042,KA1503000074
TA1309000007,13073
chargingstx4,13008
653B,KA1503000023
TA1305000030,13080
13056,13016
KA1504000146,KA1503000015
TA1305000032,TA1306000009
TA1309000019,20252.0
TA1308000021,13144
13021,TA1305000025
15664,13061
13006,TA1309000024
,SL-011
KA1504000149,433
TA1305000017,13021
13160,SL-007
15575,13276
KA1504000135,TA1309000026
13139,13139
LF-005,TA1309000024
TA1308000029,15648
TA1306000002,18062
RN-,TA1307000151
KA1504000162,RP-008
TA1307000140,TA1307000006
13193,13144
TA1307000158,KA1504000126
560,16948
15645,TA1307000117
TA1307000117,22001
624,SL-005
13154,13269
15541,TA1305000010
KA1504000147,KA17018068
TA1308000049,13229
15541,623
13029,15544
13192,TA1307000143
13068,TA1305000020
TA1306000010,21544
13063,15623
15653,13241
TA1307000121,638
KA1503000043,22001
13326,13139
13053,13132
TA1308000012,15534
13289,TA1307000001
KA1504000091,594
,TA1309000033
13430,TA1306000013
13017,13341
13300,TA1307000039
15530,TA1309000019
13277,TA1307000006
TA1305000041,TA1307000117
TA1307000117,TA1305000014
18069,TA1306000014
15545,15576
TA1305000037,13271
TA1306000006,RN-
18062,13248
13137,KA1504000134
21544,TA1309000027
462,15645
624,TA1309000008
20127,
KA1706005007,13332
13285,15664
WL-012,13022
15546,13022
TA1306000012,KA1504000116
13099,13053
16010,507
13389,TA1309000035
TA1307000126,KA1503000015
TA1307000041,TA1306000029
TA1309000030,13247
TA1307000140,13137
TA1307000039,13063
13409,TA1305000009
KA1503000009,TA1308000045
20116,TA1308000002
13132,654
KA1706005007,TA1308000013
TA1306000009,TA1307000039
TA1307000120,13265
660,660
13300,15544
520,RP-002
TA1307000006,13134
13034,LP-
TA1307000142,TA1309000027
KA1503000015,331
KA1504000097,592
TA1308000049,chargingstx1
13001,TA1308000002
13084,13241
TA1305000006,SL-005
13332,13160
13191,13277
13341,13134
TA1305000011,TA1308000006
TA1308000050,TA1306000007
TA1308000014,13075
428,
13021,TA1307000128
13157,TA1308000006
13143,TA1305000041
15535,SL-011
13068,KA1504000080
TA1307000126,20256.0
620,TA1309000023
13138,15542
13288,17660
TA1309000058,SL-011
13409,13430
13128,KA1503000012
13263,13029
TA1307000130,13061
13080,TA1307000120
KA17018068,TA1309000042
13146,TA1307000038
13074,TA1309000036
15689,2059
13136,13341
13191,13269
TA1309000043,KA1503000012
13138,13325
TA1305000041,13248
13332,13053
22001,TA1306000011
SL-010,TA1305000034
15445,13075
13154,TA1309000033
TA1307000041,15529
13193,632
TA1306000007,15530
,KA1503000038
23001,13248
13102,TA1305000004
KA1503000034,13290
15632,TA1309000030
1057,551
13430,15539
15544,15544
TA1307000140,KA1504000160
13022,TA1308000001
TA1308000021,13085
15644,428
TA1309000049,TA1307000134
TA1307000117,13389
13053,13331
TA1307000149,TA1309000014
439,13221
654,RN-
TA1309000004,TA1307000041
13162,13420
21544,TA1306000010
15470,KA1503000009
TA1306000026,13294
13056,13053
380,379
TA1306000010,KA1503000041
TA1305000034,13132
TA1305000025,TA1308000049
TA1305000005,SL-008
TA1308000012,E008
13008,13431
TA1309000027,13137
TA1307000158,13379
TA1309000035,TA1306000032
TA1305000029,TA1307000130
13276,KA1504000135
TA1308000006,KA17018054
TA1307000127,TA1307000041
LP-,KA1504000116
TA1307000151,13430
TA1305000014,13128
13323,13271
13278,KA1504000156
599,604
KP1705001026,TA1309000025
13011,624
13243,15664
TA1305000039,20254.0
13144,TA1307000138
13029,TA1305000006
chargingstx4,13138
20252.0,TA1309000058
13001,13050
391,391
TA1306000003,
TA1309000033,TA1307000134
20251.0,TA1306000003
13389,TA1307000149
13243,13289
13258,TA1309000058
643,13221
TA1309000061,TA1309000042
13290,TA1305000020
638,13138
13135,WL-011
15470,TA1309000067
TA1307000127,15624
15650,KA1503000072
TA1309000039,TA1307000041
623,13008
357,16903
TA1309000058,13277
KA1503000029,KA1503000019
TA1305000030,13409
15652,13058
13229,TA1308000031
TA1309000006,TA1307000115
20106,
TA1307000070,657
13215,TA1307000005
23001,TA1307000117
TA1307000151,TA1305000009
13277,RN-
13016,TA1307000127
TA1306000008,TA1307000143
TA1309000011,13420
13132,16010
TA1307000166,13194
596,E002
15652,18017
15529,TA1305000011
636,13001
13156,TA1307000115
13138,13136
632,13021
TA1309000058,13269
13191,TA1309000033
KA1503000015,TA1305000032
13144,TA1305000032
13300,TA1305000006
15624,
13338,13033
KA1504000090,15654
TA1309000002,13011
13108,KA1503000015
13061,13068
475,475
632,13249
15655,chargingstx1
TA1307000142,TA1306000010
13061,WL-012
13021,13338
TA1306000016,13303
TA1309000066,13249
13074,13084
KA1503000041,TA1305000005
TA1305000030,KA1504000133
13036,LF-005
TA1307000064,20253.0
855,643
13253,TA1307000127
TA1305000035,13430
13164,TA1307000005
KA1504000117,TA1305000041
13056,13243
13042,TA1307000119
13053,TA1307000113
13033,TA1307000117
TA1307000111,TA1307000111
13124,13042
SL-011,TA1307000111
20246.0,TA1305000005
13011,TA1305000005
KA1504000109,13303
TA1305000011,13102
TA1307000134,15622
KA1504000160,15578
TA1305000029,TA1305000022
TA1306000026,13193
TA1307000039,13276
TA1306000012,13071
17660,
13271,13257
20257.0,632
KA1503000018,
13379,13133
KA1504000076,
TA1305000030,TA1305000004
TA1305000005,637
TA1307000115,TA1309000007
WL-012,TA1307000136
TA1306000009,TA1305000006
15631,TA1309000029
KA1504000147,TA1306000014
15529,TA1308000050
13430,13154
,13277
13085,436
TA1306000011,15667
TA1307000136,13124
TA1309000023,KA1504000127
TA1305000006,TA1309000039
TA1305000017,TA1305000017
13217,KA1503000038
13331,KA1503000040
13001,13155
TA1307000039,TA1306000016
TA1307000134,13008
13033,13248
13138,TA1305000010
13099,13016
RN-,13432
KA1504000134,TA1307000151
13138,623
TA1307000044,TA1305000030
,13269
TA1305000035,TA1305000009
TA1309000027,TA1307000006
TA1307000113,13021
638,15529
TA1305000030,WL-011
13158,TA1305000035
KA1503000022,592
TA1307000111,13197
13091,TA1305000029
chargingstx4,KA1503000072
13292,TA1305000039
15643,13084
431,KA1504000093
TA1308000049,13243
TA1306000009,KA1504000134
13017,TA1306000029
TA1305000020,13242
TA1308000049,TA1307000163
TA1305000041,15650
KA1504000160,TA1307000158
590,
chargingstx4,TA1307000006
13206,TA1305000017
13353,TA1309000004
18067,chargingstx1
445,KA1504000127
TA1306000003,13271
TA1309000024,13191
TA1307000111,636
SL-011,636
15550,13164
SL-007,TA1309000004
KA1503000066,TA1305000002
15632,15632
KA1503000046,
13150,TA1309000055
13075,KA1503000038
15622,20254.0
KA1504000104,TA1307000159
TA1308000031,TA1309000023
15623,15621
TA1309000061,RP-009
620,chargingstx3
430,KA1504000129
22001,18003
13304,SL-011
TA1306000006,13138
13179,15530
KA1504000162,KA1504000146
13300,KA1504000134
13056,TA1305000029
TA1309000035,15571
TA1307000151,TA1307000061
18016,435
13196,13164
,KA1504000167
KA1504000143,15534
13033,TA1307000111
KA1504000149,13288
TA1307000124,TA1305000030
TA1307000111,TA1307000117
562,16948
13256,518
13085,15644
TA1306000006,13016
13289,13341
TA1305000014,TA1306000014
13326,TA1306000015
13084,TA1308000045
TA1307000151,TA1305000025
13258,13257
LP-,TA1305000014
KA1503000070,13300
13022,13258
TA1307000006,13288
21544,TA1309000006
13154,13247
430,432
TA1309000004,13091
TA1305000035,TA1307000128
13050,13434
TA1305000006,SL-008
638,KA1503000072
,TA1308000049
TA1309000015,13323
13430,TA1307000048
TA1305000014,TA1307000001
SL-008,15544
13137,TA1309000025
TA1307000038,20254.0
RN-,13154
13096,15691
13409,13139
TA1307000006,431
TA1309000029,KA1503000015
13050,KA1504000116
KA1504000079,TA1307000038
TA1305000034,TA1307000151
654,13053
TA1309000059,13006
18003,331
13050,13050
15571,RP-009
TA1309000030,13277
13036,TA1307000038
13056,RN-
TA1306000007,KA1503000015
13216,TA1305000017
13132,23001
13008,KA1503000064
18062,15650
,382
TA1309000055,TA1308000026
643,13132
KA1504000134,TA1308000029
13155,TA1308000006
13085,TA1307000126
15578,13022
TA1305000006,13242
KA1503000072,SL-007
TA1307000064,KA1504000146
TA1307000149,TA1307000126
TA1305000009,TA1309000007
15442,13217
TA1307000070,TA1305000005
13028,KA1503000043
SL-008,TA1305000032
15539,TA1307000151
20207,
624,SL-008
15535,TA1308000049
13137,13192
TA1305000022,13061
20239,20239
13068,13058
13221,13085
KA1503000044,TA1309000058
KA1504000103,18062
13338,TA1309000007
13042,KA1504000133
13323,13300
13243,TA1308000019
RN-,TA1307000113
TA1307000127,KA1504000079
637,TA1305000041
TA1305000032,TA1308000005
TA1306000026,KA1503000022
13102,WL-011
TA1308000038,LF-005
15576,16806
TA1307000064,13011
636,TA1306000012
TA1306000014,TA1307000150
KA1504000143,475
021320,15539
TA1309000042,TA1307000039
TA1306000002,13379
TA1305000020,SL-008
TA1305000035,TA1307000061
13068,18017
TA1307000142,TA1309000006
TA1307000151,TA1307000128
13179,13319
WL-008,TA1308000014
TA1307000038,TA1305000041
TA1307000131,TA1305000035
TA1306000029,TA1306000013
13271,TA1309000058
KA1504000156,13074
605,598
KA1504000146,TA1309000032
,390
TA1306000015,13063
15624,13271
TA1309000036,TA1309000036
20215,20213
20206,20206
13073,TA1306000013
13061,21544
15646,KA1504000078
TA1307000151,13144
718,718
TA1306000026,TA1306000026
13008,SL-011
TA1306000014,13193
15530,KA1503000012
KA1504000097,15645
SL-011,13303
KA1504000133,TA1305000034
TA1309000058,TA1308000049
KA1504000079,TA1307000115
13075,KA1503000064
TA1309000036,13071
TA1305000006,13265
TA1305000002,18003
13128,13427
TA1307000111,13303
TA1307000064,13276
TA1306000025,13160
13059,15529
TA1305000022,TA1305000003
18069,TA1305000039
13053,TA1307000151
13132,13157
638,13006
13300,TA1309000039
13016,13075
LF-005,TA1308000050
WL-008,TA1307000124
KA1503000052,TA1307000164
16994,TA1307000149
13434,13017
18058,13061
15534,13050
TA1308000031,15631
,779
TA1309000030,15621
TA1306000010,WL-012
13006,TA1308000050
TA1307000151,TA1309000019
KA1504000134,13154
13033,chargingstx5
13042,
TA1307000064,TA1306000016
TA1307000041,13008
TA1309000023,654
TA1309000053,TA1309000063
TA1305000035,TA1305000025
16907,13135
13074,TA1308000012
688,
13084,TA1309000026
15541,TA1307000142
SL-010,KA1503000044
13289,TA1305000039
18062,15668
TA1309000042,13221
TA1307000005,13216
13074,13109
KA1504000140,TA1307000134
TA1305000032,KP1705001026
13409,TA1307000128
13158,TA1305000020
TA1308000049,13034
855,20251.0
TA1305000005,TA1309000008
TA1309000010,TA1309000007
15535,13247
13050,13224
WL-011,13206
TA1306000012,22001
15655,13243
KA1504000140,KA1504000140
13144,15535
SL-009,TA1309000010
13042,15646
13109,13137
TA1309000008,TA1307000151
TA1307000159,TA1307000121
15632,15628
13075,SL-011
TA1307000111,TA1306000006
13294,TA1307000039
SL-009,TA1308000029
13325,638
SL-005,TA1307000139
TA1307000164,LF-005
20251.0,15651
TA1307000156,13389
902,693
SL-008,631
TA1306000029,15539
KA1503000012,13075
13278,13179
KA1504000116,TA1306000007
13191,TA1308000049
TA1307000117,TA1305000002
TA1305000041,TA1307000111
KA1504000079,13245
13073,15539
chargingstx4,13006
13332,RN-
TA1309000025,TA1307000041
623,15529
20256.0,13288
317,TA1307000128
13288,KA1504000135
KA1503000043,TA1305000002
TA1306000010,TA1307000070
TA1309000030,KA1504000103
13248,13073
15650,TA1307000163
TA1307000134,chargingstx1
13319,SL-009
KA1504000096,KA150400009X
15650,13243
TA1309000059,15529
15544,KA1504000134
13266,13074
13137,TA1305000006
15530,TA1309000004
TA1309000023,TA1308000050
TA1307000134,TA1307000006
KA1503000064,18003
13197,13068
13133,13192
TA1306000010,13001
13434,638
510,13084
KA1503000041,13300
530,642
13132,13011
13133,TA1305000032
13379,KA1504000097
15615,KA1504000167
TA1305000020,13265
TA1305000035,13307
13353,TA1306000015
644,TA1306000025
13193,13430
TA1308000050,TA1306000010
13303,13341
TA1307000161,15446
20245,
15529,TA1305000022
LF-005,TA1305000011
13398,KA1503000059
13263,13341
13285,13354
428,13271
624,13265
13006,TA1305000011
TA1307000041,13128
TA1305000011,13042
13409,TA1305000025
TA1308000050,TA1308000022
TA1307000005,13213
SL-008,TA1305000006
TA1307000166,331
13021,13353
13068,657
23003,chargingstx3
13056,TA1306000011
SL-005,15545
18062,TA1307000111
13146,TA1309000061
KA17018054,TA1309000012
TA1307000159,428
13061,13323
15667,13241
654,13016
TA1309000012,13288
SL-005,TA1305000011
321,13085
13133,TA1309000025
RP-001,TA1307000127
13326,TA1309000004
KA1504000159,TA1307000136
15666,15653
RP-001,RP-004
TA1306000013,TA1307000151
TA1309000030,TA1309000024
SL-012,
16940,594
TA1306000012,TA1305000014
TA1306000010,TA1309000049
TA1305000041,TA1307000107
15646,13085
TA1309000064,WL-008
13042,KA1504000171
13325,13017
13194,KA1503000040
WL-011,13075
13128,KA1504000164
TA1309000059,chargingstx1
KA1504000171,TA1309000018
13068,507
TA1308000009,KA1503000074
13146,LF-005
13154,TA1308000049
KA1504000127,13071
13290,13058
13036,TA1307000124
13192,13235
,13247
13136,13241
,1036
13073,637
13221,TA1305000009
TA1309000025,TA1307000126
KA1504000156,KA1504000156
13074,KA1504000128
20111,20207
16933,TA1308000046
20254.0,TA1307000038
TA1309000029,13133
TA1309000008,TA1308000029
13179,TA1309000023
TA1305000010,21544
KP1705001026,TA1305000006
13001,15550
TA1307000120,TA1308000043
TA1309000049,13266
TA1309000026,TA1309000043
TA1309000058,TA1309000024
TA1309000012,13235
TA1309000004,TA1309000007
638,13053
13061,15643
KA1504000076,KA1503000013
TA1307000038,13276
436,358
15541,13146
13138,chargingstx4
13139,13307
13137,SL-005
16943,16948
657,TA1305000034
KA1706005007,TA1309000006
13197,15534
KA1504000146,TA1307000119
15530,13338
KA1503000064,TA1307000124
13338,KA1504000079
TA1307000158,13022
623,13016
TA1306000003,15530
13259,
639,TA1307000150
637,TA1306000016
798,
TA1307000166,KA1504000134
13268,TA1308000019
638,13160
TA1305000003,13409
TA1307000038,TA1306000016
13249,KA1503000022
13164,13158
13029,TA1305000032
13259,13133
TA1309000014,13071
SL-007,TA1305000025
TA1308000029,TA1306000013
13294,TA1307000113
TA1306000032,TA1309000058
13001,13071
TA1307000044,KA1503000038
15529,TA1308000049
13036,18003
13137,13253
,KA1503000031
,15621
KA1503000066,13150
15539,13154
KP1705001026,13265
13221,13021
KA17018068,15628
13053,TA1308000029
13221,13430
13409,TA1306000015
KA1504000079,18003
TA1309000039,TA1309000007
13080,13257
SL-008,SL-005
TA1305000034,13154
TA1307000061,13146
TA1306000007,
594,TA1307000066
13345,813
13229,13033
LF-005,TA1309000033
13271,TA1309000066
13278,TA1307000136
13061,KA1503000034
TA1309000029,
TA1308000049,TA1306000011
TA1309000049,13042
TA1305000010,13158
13224,13258
chargingstx1,TA1306000009
13056,13034
TA1306000013,TA1308000029
13132,TA1305000041
13096,15689
KA1503000004,TA1308000043
13420,TA1308000036
TA1308000043,TA1307000161
TA1306000003,13319
15628,TA1307000127
TA1306000014,TA1307000127
15578,TA1309000049
13133,15634
13156,13304
,TA1309000024
22001,TA1307000038
TA1307000131,chargingstx3
TA1305000004,KA1706005007
13197,13158
TA1308000050,13290
TA1306000009,13192
TA1309000036,13389
TA1308000005,TA1305000034
TA1309000021,TA1308000050
TA1305000006,TA1308000021
TA1307000121,13389
TA1306000009,TA1305000032
13276,TA1307000107
TA1307000107,TA1308000047
TA1307000134,13016
TA1306000003,SL-010
13128,13430
13194,637
23003,TA1305000020
KA1504000078,KA1504000149
TA1305000002,TA1307000124
KA1706005007,TA1307000159
KA1504000135,13341
TA1305000003,TA1305000004
13028,13263
TA1309000035,TA1309000030
13430,13132
13143,20253.0
KA1503000051,TA1308000007
TA1308000045,13162
TA1306000016,KA1504000093
13160,TA1305000017
TA1305000014,13138
SL-007,TA1307000128
TA1307000126,TA1307000119
TA1305000032,TA1309000030
636,20246.0
TA1305000010,15534
SL-006,TA1306000003
13430,TA1307000166
15686,15668
TA1307000001,TA1307000052
SL-006,TA1308000026
358,13259
TA1307000041,TA1306000014
13193,TA1307000061
TA1308000006,13243
TA1309000024,13300
TA1306000009,TA1309000025
SL-008,13037
KA1504000156,520
TA1305000041,620
KA1503000009,KA1503000001
13021,TA1306000009
13197,21544
13085,chargingstx0
TA1309000023,TA1309000033
13096,
13243,KA1504000103
877,877
13247,13243
TA1307000041,TA1307000001
13341,KA1503000043
655,655
TA1305000003,KA1504000133
TA1307000138,TA1307000039
TA1309000019,TA1309000058
TA1307000062,13017
TA1309000064,TA1308000006
,15664
13137,TA1309000039
777,387
TA1305000032,SL-006
TA1307000052,13063
TA1306000006,15529
13061,TA1307000070
13278,13022
TA1307000117,13150
SL-005,TA1305000022
15622,KA1504000146
E006,E002
SL-007,13307
TA1305000035,TA1306000015
13154,TA1309000024
TA1309000036,TA1305000014
324,15631
13017,13128
13061,13001
13427,SL-007
WL-011,TA1309000008
TA1309000024,15530
16991,13243
13001,KA1504000116
13288,13248
TA1307000128,TA1308000050
18062,13056
13263,TA1306000029
SL-012,KA1503000015
TA1307000130,TA1306000002
15550,TA1306000010
TA1306000026,KA1504000090
13124,13124
TA1307000117,638
13303,TA1306000029
620,TA1305000020
KA1503000064,13229
TA1306000013,13154
KA1503000044,KA1503000044
TA1309000035,RP-009
KA1503000043,13017
KA1503000034,TA1306000007
KA1504000078,632
WL-012,13332
13229,TA1307000126
20246.0,13191
13011,13191
13229,23003
KA1503000071,TA1309000063
TA1306000025,KA1503000072
13276,chargingstx5
13196,TA1306000010
KA1504000146,15623
KA1503000034,TA1309000006
13163,TA1306000032
13160,13430
638,13016
TA1307000039,TA1307000131
13058,TA1309000058
chargingstx1,TA1306000032
TA1307000061,13278
KA1504000133,TA1307000120
TA1307000124,13431
TA1307000131,13163
WL-012,TA1308000013
TA1305000034,13081
866,335.0
13008,13156
WL-008,13326
15530,TA1307000128
636,13179
13045,13341
13276,15650
TA1307000005,13034
chargingstx5,TA1307000149
623,13053
TA1307000151,KA1503000012
TA1307000041,13029
TA1309000021,RP-008
13006,TA1305000022
13268,TA1307000140
RP-004,15578
,13289
15530,13144
,TA1308000038
15550,WL-008
18003,KA1504000134
TA1309000024,13319
13193,TA1309000019
TA1307000151,TA1306000015
TA1307000113,20252.0
13158,13058
15644,15640
TA1307000120,13206
13158,13163
TA1307000128,TA1305000011
KA1504000160,KA1504000161
15621,13133
TA1307000062,638
13036,13326
TA1309000061,TA1307000120
,420
KA1504000160,15624
13006,TA1307000130
TA1307000149,15578
13217,TA1308000038
KA1503000012,TA1309000008
TA1309000063,KA1503000018
TA1307000128,654
13191,TA1309000024
TA1308000046,13150
13136,TA1305000039
TA1308000045,TA1308000043
13036,TA1309000061
13034,KA1503000043
13056,TA1307000163
TA1309000049,TA1306000010
654,13006
331,13156
,353
15664,TA1305000003
TA1309000049,TA1308000022
13300,331
KA1503000074,KA1503000029
KA1504000079,TA1309000061
TA1307000006,13235
TA1307000107,13229
TA1309000014,TA1309000036
KA1504000097,TA1307000041
TA1307000062,13150
TA1309000008,13154
TA1307000117,13017
13179,TA1305000005
TA1307000120,SL-008
13326,TA1305000025
13430,TA1307000064
TA1305000005,13075
KA1503000043,638
16948,
TA1306000014,TA1306000026
13033,620
507,15652
637,13011
KA1504000097,15624
13285,SL-011
13206,20251.0
TA1308000029,15539
TA1307000038,13011
KA1504000097,KA1504000161
TA1305000011,13036
TA1308000022,13137
13434,TA1305000002
TA1309000049,13059
13304,13156
TA1308000031,488
13137,15634
15539,TA1308000029
15571,15571
TA1306000009,331
,KA1504000151
KA1504000143,13068
TA1308000019,KA150400009X
13277,15642
331,TA1307000140
KA1503000015,TA1307000039
TA1309000033,TA1308000022
TA1307000134,13053
13016,TA1309000008
TA1309000037,TA1309000067
638,TA1307000044
15530,TA1305000025
SL-005,TA1307000130
636,WL-012
TA1309000026,TA1309000066
TA1309000042,TA1307000113
TA1309000033,TA1306000010
13108,TA1307000119
TA1307000159,KA1504000104
528,
13379,TA1309000032
15621,
2059,TA1308000046
KA1503000015,13432
TA1306000013,15544
WL-012,TA1307000134
13253,TA1309000012
20254.0,13243
20249.0,20249.0
KA1504000134,TA1307000166
TA1305000035,13427
20246.0,13409
13011,13409
13056,13006
TA1308000021,15571
TA1305000034,TA1305000006
21544,658
TA1307000121,TA1306000002
KA1504000114,13257
13059,15642
TA1305000030,13191
18058,TA1309000064
TA1306000012,KA1504000135
TA1309000002,TA1308000050
13160,TA1305000025
TA1305000037,KA1504000133
TA1309000001,13163
KA1503000072,TA1309000042
TA1306000025,13341
631,15667
13294,TA1307000052
TA1307000111,620
15631,13276
13042,15575
13132,18016
15539,TA1305000006
15621,15623
TA1306000002,13158
13341,TA1306000003
KA1504000135,TA1306000029
343,400
